Age,Age13,Age6,Asian_link,Bible,Big_govt_scale,Black_link,Campaign_info_sources,Caucus_Dem_state,Caucus_Rep_state,Caucus_primary_state_type,Child_authority,Climate_scale,Clinton_Sanders,Clinton_vote,Clinton_vote_100,Community_issue,Community_volunteer,Community_work,Contact_party,Discrim_scale,Econ_pessimism,Education,F_scale,Female,Female_role,Free_trade,GOTV,Gay_laws_scale,HR_vote_party,Hispanic_link,Income,Kids,ME_Isis,ME_refugees,Married,Misogyny,Misogyny4,ObamaCare,Obama_2012,Org_num,Pol_interest_scale,Primary_party,Race2,Race3,Race_all,Relig_attend,Relig_imp,Sexism_trad,Spend_Child,Spend_Crime,Spend_Enviro,Spend_Poor,Spend_Scale,Spend_Schools,Spend_SciTech,Spend_SocSec,Spend_Welfare,Ticket_splitter,Trump_vote_100,Trump_OtherRep,case_id,V160101,V160101f,V160101w,V160102,V160102f,V160102w,V160201,V160201f,V160201w,V160202,V160202f,V160202w,interview_mode,V160502,V161001,V161002,Female_bond,Voted_2012,Voted_2016,Voter_type,Voter_type_primary_caucus,Who_2012,Who_2016,Who_2016_full,abortion,affirm_act3,assist_blacks,better_worse_future_R,better_worse_future_econ,better_worse_past_R,better_worse_past_R_2,better_worse_past_econ,better_worse_past_econ_2,climate_1,climate_2,cong_approve,cong_incumb_approve,defense_spend,educ4,egalit_3,egalitarianism,envir_jobs,fracking,ft_Asians,ft_BClinton,ft_BLM,ft_Blacks,ft_Business,ft_Christians,ft_Congress,ft_Conservatives,ft_Dem,ft_Feminists,ft_Fund,ft_Gays,ft_HClinton_post,ft_HClinton_pre,ft_Hispanics,ft_Illegals,ft_Jews,ft_Kane,ft_Liberals,ft_Muslims,ft_Muslims_5,ft_Obama,ft_Pence,ft_Police,ft_Poor,ft_Rep,ft_Rich,ft_SCOTUS,ft_Scientists,ft_Tea,ft_Trans,ft_Trump_post,ft_Trump_pre,ft_Unions,ft_Whites,ft_Illegals_5,gay_adopt,gay_job_discrim,gay_marriage,gay_wed_serve,grass,gun_control2,gun_imp,gun_own,immig_birthright,immig_chldrn,immig_chldrn_rec,immig_scale,immig_scale_4,immig_wall,income3,income4,income5,income7,income_gap,income_gap_action,intl_force,isolationism,jobs_stndLiving,libcon10,libcon3,libcon7,libcon7_Dem,libcon7_Rep,marital,nativism,nativism2,nativism4,nesw,nesw_rnd,partyid3,partyid7,pol_interest,political_trust,polknow,polknow2,pres_econ,pres_foreign,pres_hlth,pres_job,primary_voter,primary_who,racial_resent_scale,racial_resent_scale_4,region,sex_orient,sex_orient_fmfrnd,social_trust,spend8,spend_serv,torture,trans_bathroom,rid_rotten_apples,need_strong_leader,version,voting_duty,voting_duty2,white_black_4,whites_minus_blacks,wordsum,ft_Police_q3,ft_Police_q4,pid_dum1,pid_dum2,pid_dum3,gay_wed_require
37,5,2,4,0,0,,1,0,0,1,1,3,,0,0,2,2,2,0,1,4,9,4,1,6,2,1,6.5,,,28,1,6,7,1,8,3,4,,0,10,,,,3,3,0,8,1,2,1,1,2,1,1,1,2,,100,,400542,.5348,0,.5218,.5786,0,.5878,71,0,71,2,0,2,2,1,,,4,0,1,3,,,2,2,4,2,7,3,3,3,2,3,2,3,2,1,2,2,1,3,13,4,3,90,5,0,15,30,75,30,65,30,50,0,0,15,85,15,40,50,5,50,0,1,40,90,75,60,40,60,75,100,50,45,85,85,50,60,2,1,4,2.5,3,3,2,3,0,2,1,1,2,1,2,3,4,5,7,1,1,4,1,4,8,2,4,5,5,1,2,1,1,.5786,1,3,6,7,3,5,1,3,4,3,3,0,,16,4,1,1,2,3,6,4,3,1,2,4,"ANES2016TimeSeries_20170403",6,2,4,45,4,2,2,0,0,1,0
32,4,2,,0,2,,1,0,0,1,3,3,,,,2,2,2,0,1,0,9,8,0,6,2,1,1,,,19,1,7,7,0,8,3,7,,0,4,,1,1,1,0,0,8,1,1,2,2,4,1,1,1,3,,,,407229,1.7273,0,1.6858,1.6575,0,1.6202,15,0,15,1,0,1,2,1,,,4,0,0,,,,,,4,2,7,1,2,1,1,4,3,2,3,2,2,6,1,1,3,,2,50,75,0,50,100,50,50,50,,50,50,50,15,0,50,0,0,,50,0,1,5,,100,50,,50,85,100,50,50,89,90,50,50,1,1,1,1,2,3,2,5,0,3,3,3,6,1,3,2,3,3,5,1,1,4,1,,10,2,4,2,6,6,9,2,3,1.6575,2,2,4,3,2,1,0,4,2,4,4,0,,14,4,3,1,2,3,5,4,3,1,5,5,"ANES2016TimeSeries_20170403",7,2,2,0,6,3,4,0,1,0,1
53,8,4,,1,3,2,3,0,0,1,4,3,1,1,100,2,1,2,0,17,4,10,3,1,6,1,2,0,1,,15,1,4,4,1,5,2,2,1,0,6,1,2,2,2,5,3,11,1,1,1,1,2,1,1,2,2,0,0,,402713,1.934,0,1.8852,2.0095,0,2.0303,57,0,57,1,0,1,2,1,,,4,1,1,1,1,1,1,1,4,2,4,3,3,3,2,3,2,2,3,4,4,4,2,3,13,3,3,71,51,61,86,50,84,2,2,85,50,1,51,85,50,77,50,51,50,51,72,4,100,50,50,85,30,,52,85,0,51,1,15,50,78,3,1,1,1,1,2,1,3,1,4,5,6,14,3,7,2,2,3,4,2,2,3,2,4,4,2,4,2,7,1,5,1,1,2.0095,2,1,1,4,2,4,1,1,1,4,1,1,1,4,1,3,1,2,3,6,,2,2,4,1,"ANES2016TimeSeries_20170403",2,1,1,-8,9,1,1,1,0,0,1
69,11,5,,0,,,3,0,0,1,,3,1,,,,,,,,3,13,,0,,,,2,,,17,,6,4,0,7,2,2,1,,7,1,1,1,1,0,0,9,1,2,1,2,4,1,1,2,2,,,,400487,.3895,0,.3806,0,0,0,44,0,44,1,0,1,2,0,,,,1,,,1,1,,,3,2,4,2,2,3,2,2,1,2,3,4,,4,3,,,3,3,,50,-6,,-6,-6,-6,-6,61,-6,-6,-6,,69,,,-6,52,-6,-6,,71,40,-6,-6,40,-6,-6,-6,-6,-6,,30,-6,,,1,1,1,3,,1,2,0,6,5,6,16,4,7,2,3,3,4,2,,3,2,3,,2,4,2,6,6,,,,0,0,2,3,5,3,,,2,3,2,1,1,1,,,2,2,1,2,4,5,,2,,,"ANES2016TimeSeries_20170403",1,1,,,9,,,,,,0
53,8,4,,2,2,4,3,0,0,1,3,2,,,,2,2,2,0,23,5,8,2,0,6,2,1,7.5,,,1,0,4,4,1,10,4,6,,0,5,,2,2,2,4,0,6,2,2,2,2,8,2,2,2,2,,,,400922,1.9114,0,1.8683,1.8465,0,1.8021,61,0,61,2,0,2,2,1,,,4,0,1,,,,,,1,2,,4,4,3,2,2,1,1,3,3,5,,1,1,8,,2,60,51,100,100,51,99,18,,71,,,52,87,63,71,52,53,53,,34,2,98,52,34,52,53,61,,42,,60,2,3,,71,4,4,3,2.5,2,2,1,2,0,4,5,6,13,3,6,1,1,1,1,2,1,5,1,1,8,2,4,3,2,1,12,2,4,1.8465,2,2,3,3,1,5,1,1,3,4,1,0,,8,2,3,1,1,1,0,,3,2,2,2,"ANES2016TimeSeries_20170403",4,,1,-29,4,1,1,0,1,0,1
22,2,1,,0,,,2,0,0,1,,4,,,,,,,,,4,9,,0,,,,0,,,7,,7,1,0,9,3,7,,,0,,1,1,1,0,0,7,1,2,1,1,3,1,2,1,2,,,,403908,1.8419,0,1.7931,0,0,0,54,0,54,2,0,2,2,0,,,,0,,,,,,,4,3,7,3,5,3,2,5,3,3,3,4,,1,1,,,1,3,,0,-6,,-6,-6,-6,-6,0,-6,-6,-6,,0,,,-6,,-6,-6,,0,,-6,-6,0,-6,-6,-6,-6,-6,,0,-6,,,1,1,1,1,,2,1,0,4,6,7,15,3,7,1,1,1,2,1,,4,1,4,,2,4,4,4,6,,,,0,0,2,4,0,2,,,4,4,4,4,0,,,,1,1,1,3,5,4,,2,,,"ANES2016TimeSeries_20170403",7,2,,,9,,,,,,1
,,,,,0,,5,0,0,1,0,4,,1,100,2,2,2,0,18,5,13,0,1,4,1,2,1,2,,,0,4,4,1,3,1,4,1,2,10,,1,1,1,0,0,13,3,1,1,2,7,3,1,1,3,1,0,,407654,.8001,0,.7823,.8092,0,.792,27,0,27,2,0,2,2,1,,,2,1,1,2,,1,1,1,4,3,5,3,3,4,3,3,2,3,3,2,2,4,3,3,12,2,2,60,50,57,60,39,71,39,61,60,87,29,68,71,60,59,60,66,85,61,59,4,70,30,85,71,40,50,61,84,14,54,1,0,30,60,4,1,1,1,2,2,1,3,,4,6,7,15,3,7,,,,,1,3,3,2,6,5,2,4,2,6,1,7,1,2,.8092,1,2,3,7,2,5,1,2,2,3,2,0,,5,1,3,1,1,4,4,3,3,2,1,1,"ANES2016TimeSeries_20170403",2,1,2,0,10,2,2,0,1,0,1
37,5,2,,1,1,,4,0,0,1,2,4,,,,2,1,2,0,13,3,12,4,0,8,2,1,2.5,,,20,1,2,6,1,7,2,2,,0,7,,1,1,1,1,0,9,2,1,1,2,4,1,2,1,2,,,,402856,.7438,0,.7271,.7266,0,.6963,28,0,28,2,0,2,2,1,,,4,0,0,,,,,,3,3,,3,3,2,1,5,3,3,3,2,2,,2,1,8,,2,50,30,60,50,50,85,50,45,50,30,50,30,15,15,50,30,50,50,60,15,1,30,50,70,50,50,50,50,50,50,30,85,90,50,50,2,1,1,2.5,2,2,2,1,1,4,5,6,13,3,6,2,3,4,5,1,2,5,2,,7,2,4,6,3,1,8,2,3,.7266,1,1,2,5,3,2,0,4,4,2,4,0,,8,2,2,1,1,2,4,,3,1,3,3,"ANES2016TimeSeries_20170403",6,2,2,0,9,1,2,1,0,0,1
29,3,1,,1,2,1,1,1,0,2,2,2,,,,2,2,2,1,19,2,9,4,1,6,2,1,4,,,1,1,4,4,0,7,2,1,,,4,,2,2,2,1,0,9,1,1,1,1,0,1,1,1,1,,,,402744,.9313,0,.9098,.8693,0,.8101,72,0,72,2,0,2,2,1,,,4,0,0,,,,,,2,2,,1,2,3,2,3,2,1,3,2,5,5,1,2,10,,2,60,60,100,100,50,50,50,50,60,50,50,50,60,85,60,60,40,60,50,50,3,100,60,50,50,60,50,50,50,50,50,0,0,50,60,4,1,1,4,2,1,1,3,0,5,5,6,12,3,4,1,1,1,1,2,2,3,2,,5,2,4,4,4,6,8,2,3,.8693,1,2,4,3,1,0,0,1,1,1,1,0,,8,2,2,1,2,1,8,,2,1,3,3,"ANES2016TimeSeries_20170403",7,2,1,-40,4,1,1,0,1,0,1
78,13,6,,0,2,1,2,0,1,3,4,2,2,1,100,2,2,2,0,17,2,9,8,1,6,3,1,6,1,,4,1,7,7,0,12,4,3,1,0,4,1,2,2,2,3,2,4,1,1,1,1,2,1,1,1,3,0,0,,300177,1.0308,1.1077,0,1.0373,1.2005,0,115,15,0,2,2,0,1,1,1,2,4,1,1,1,1,1,1,1,2,2,5,2,3,2,1,2,1,1,3,1,1,5,1,2,9,5,3,60,95,85,100,40,,85,,100,30,50,70,100,85,100,50,,,0,70,4,95,,100,,0,30,85,85,,70,0,0,70,80,3,1,4,4,1,2,1,3,0,5,6,7,14,3,5,1,1,1,1,4,2,1,1,5,8,2,4,4,7,3,8,2,3,1.0373,1,1,2,3,2,1,0,4,1,1,1,1,2,8,2,3,1,2,3,7,6,2,2,5,5,"ANES2016TimeSeries_20170403",2,1,1,-20,4,3,4,1,0,0,1
70,12,6,,1,3,,4,0,0,1,2,2,,1,100,1,2,1,1,14,5,13,5,1,3,3,1,4.5,1,,,1,2,4,0,6,2,4,1,1,7,2,1,1,1,1,1,10,1,1,1,1,2,1,1,1,3,0,0,2,407204,.7719,0,.7549,.758,0,.731,2,0,2,2,0,2,2,1,,,3,1,1,1,3,1,1,1,4,2,4,3,3,4,3,3,2,1,3,4,1,6,3,3,13,1,1,50,60,70,70,60,70,70,70,70,60,50,70,70,60,55,40,100,60,40,70,4,70,60,85,85,60,40,,100,40,60,15,30,70,70,2,1,4,2.5,1,3,1,3,0,2,5,6,7,1,2,,,,,1,1,3,2,4,7,2,4,4,4,4,8,2,3,.758,1,3,6,5,3,3,0,3,4,4,2,1,6,13,4,3,1,1,2,7,4,1,2,2,5,"ANES2016TimeSeries_20170403",2,1,2,0,6,2,2,0,0,1,1
44,6,3,,2,1,,1,0,0,1,3,1,,,,1,1,1,0,13,5,10,6,1,6,2,2,3,,,6,1,2,4,0,,,7,0,0,7,,1,1,1,3,1,,3,2,3,2,9,1,1,3,2,,,,403285,.4306,0,.4209,.4128,0,.3922,43,0,43,1,0,1,2,1,,,1,1,0,,,2,,,1,2,4,2,3,5,3,3,2,2,1,4,1,4,2,1,8,,2,85,19,30,85,,100,30,70,2,0,15,85,50,31,15,50,50,100,40,0,1,4,85,40,,53,85,15,70,70,85,50,51,70,100,3,4,1,1,1,3,2,1,0,7,1,1,6,1,1,1,1,1,2,2,3,1,1,,6,2,4,1,4,4,12,2,4,.4128,0,3,6,5,4,0,0,4,4,4,4,0,,9,2,3,1,1,3,2,,2,2,3,5,"ANES2016TimeSeries_20170403",4,,3,15,2,1,1,0,0,1,1
62,10,5,,2,3,,4,0,0,1,4,1,1,1,100,1,1,1,0,12,4,9,7,1,6,3,1,2,1,,19,1,4,4,1,6,2,1,,3,7,1,1,1,1,3,3,10,2,1,2,1,5,1,2,1,3,0,0,,401128,1.4356,0,1.4023,1.4587,0,1.4283,64,0,64,2,0,2,2,1,,,7,1,1,1,1,,1,1,2,2,1,3,3,3,2,3,2,2,1,3,1,4,1,1,8,1,2,70,70,85,85,60,100,70,50,85,70,85,70,85,70,70,15,85,,60,70,4,85,70,100,85,0,50,60,100,50,0,0,50,100,100,1,1,1,1,3,2,1,2,0,4,5,6,14,3,7,2,3,3,5,1,1,2,2,4,10,2,4,4,5,1,10,2,4,1.4587,1,1,1,5,4,2,0,2,3,3,1,1,1,9,2,2,1,1,4,4,6,2,2,5,4,"ANES2016TimeSeries_20170403",1,1,3,15,5,3,4,1,0,0,0
56,9,4,,1,3,,5,0,0,1,4,2,,0,0,2,2,2,0,2,6,10,6,0,6,3,2,2.5,,,12,0,2,7,1,11,4,4,0,0,4,,1,1,1,0,1,5,1,1,1,1,3,2,2,1,2,,100,,404379,.3524,0,.3443,.3705,0,.358,90,0,90,1,0,1,2,1,,,4,1,1,3,,2,2,2,3,2,3,3,2,5,3,3,2,2,2,3,2,7,2,3,14,4,2,87,0,3,87,3,61,31,49,16,48,3,50,5,0,87,15,51,50,60,50,3,15,51,70,89,73,52,62,65,59,49,95,95,1,87,1,1,2,2.5,1,2,2,3,1,1,1,1,3,1,4,1,2,2,3,1,2,5,1,2,5,2,4,6,3,1,10,2,4,.3705,0,3,7,3,2,3,0,4,4,2,4,0,,16,4,2,1,2,4,5,2,2,2,4,4,"ANES2016TimeSeries_20170403",7,2,2,0,5,1,2,0,0,1,1
32,4,2,,0,0,,5,0,0,1,2,3,,0,0,2,2,2,0,16,4,12,8,1,0,2,1,3,2,,23,0,4,7,1,8,3,7,,1,4,,1,1,1,0,0,8,2,2,2,2,8,2,1,2,3,0,100,,400712,.9037,0,.8834,.8779,0,.8597,56,0,56,2,0,2,2,1,,,1,0,1,3,,,2,2,4,3,7,3,3,3,2,4,3,2,3,3,4,4,2,1,6,5,3,52,31,0,28,41,51,15,70,3,1,1,51,0,0,32,0,53,,1,0,1,0,,83,51,30,74,17,98,2,0,75,86,96,99,1,1,2,1,3,1,2,2,0,2,2,2,5,1,4,3,4,4,6,2,3,4,1,6,7,2,4,1,5,1,12,2,4,.8779,1,2,4,3,1,5,1,4,4,4,4,0,,16,4,3,1,1,3,1,2,1,1,5,5,"ANES2016TimeSeries_20170403",6,2,4,71,6,2,2,0,1,0,0
44,6,3,,1,2,2,5,0,0,1,1,2,2,0,0,1,1,1,0,17,2,12,6,1,6,3,1,11,1,,8,1,7,4,0,5,2,6,1,3,11,1,2,2,2,3,3,11,2,1,1,2,5,1,2,2,2,1,100,,404848,.4475,0,.4371,.4248,0,.4106,24,0,24,2,0,2,2,1,,,4,1,1,4,1,1,2,2,4,1,1,2,5,2,1,2,1,2,2,4,2,2,2,3,12,1,3,100,40,60,100,4,85,60,60,50,60,60,50,15,30,100,50,85,15,60,81,5,85,0,30,100,40,15,60,100,0,50,60,15,60,85,3,4,3,4,4,1,2,1,0,7,6,7,18,4,7,1,1,2,2,1,1,4,1,2,5,2,4,2,7,6,8,2,3,.4248,0,2,4,7,2,3,0,1,2,1,2,1,2,4,1,2,1,2,2,3,7,3,1,4,4,"ANES2016TimeSeries_20170403",7,2,1,-15,7,1,1,0,1,0,0
88,13,6,,0,0,,4,0,0,1,0,0,,0,0,1,1,1,1,11,5,13,2,0,4,1,2,3,2,,21,1,6,7,1,8,3,7,0,3,10,,1,1,1,0,0,8,3,3,3,3,15,3,3,2,3,0,100,,405079,.6583,0,.6422,.6679,0,.6547,40,0,40,1,0,1,2,1,,,2,1,1,4,,2,2,2,3,3,5,4,4,3,2,4,3,1,1,4,2,3,3,1,3,4,1,87,43,18,87,62,61,42,61,18,62,42,63,33,18,86,61,72,53,61,43,2,52,71,72,71,33,72,62,72,62,63,70,62,62,87,4,1,1,1,4,1,2,2,1,4,2,2,9,2,6,2,3,4,5,2,3,4,1,6,5,2,4,1,3,1,6,1,2,.6679,1,2,4,7,2,5,1,4,4,4,4,1,9,8,2,3,1,1,4,0,2,3,2,2,2,"ANES2016TimeSeries_20170403",6,2,2,0,10,2,2,0,1,0,0
24,2,1,,0,1,,1,0,0,1,3,4,,,,1,2,1,0,20,3,6,4,0,2,3,2,4,,,15,1,7,4,0,6,2,4,1,1,2,,1,1,1,0,0,10,1,1,2,1,3,2,2,1,1,,,,407643,1.7334,0,1.6925,1.7548,0,1.7025,22,0,22,1,0,1,2,1,,,2,1,0,,,1,,,4,2,,2,1,3,2,3,2,3,3,2,2,4,1,1,8,,2,70,70,70,50,30,50,40,50,85,40,50,85,100,70,60,40,70,60,50,60,4,85,15,100,70,50,0,50,85,50,60,15,0,85,70,2,4,2,1,1,1,1,3,0,6,5,6,16,4,7,2,2,3,4,2,2,3,2,1,10,2,4,4,1,6,8,2,3,1.7548,2,1,1,1,3,0,0,2,1,3,1,0,,13,4,2,1,2,4,5,4,2,2,2,4,"ANES2016TimeSeries_20170403",2,1,3,20,4,3,4,1,0,0,1
32,4,2,,2,,,1,0,0,1,,1,2,,,,,,,,4,12,,1,,,,8,,,9,,4,4,0,9,3,2,1,,10,1,,,6,3,3,7,2,3,1,1,4,1,2,1,1,,,,405849,2.8174,0,2.747,0,0,0,25,0,25,1,0,1,2,0,,,,1,,,1,1,,,3,2,4,3,3,3,2,3,2,1,2,3,,5,2,,,,2,,100,-6,,-6,-6,-6,-6,100,-6,-6,-6,,100,,,-6,,-6,-6,,100,,-6,-6,0,-6,-6,-6,-6,-6,,0,-6,,,4,2,4,2,,1,1,1,4,6,7,12,3,4,1,1,2,2,1,,3,2,4,,2,4,4,7,6,,,,0,0,1,1,7,2,,,1,2,2,1,1,2,,,3,1,2,3,5,,,1,,,"ANES2016TimeSeries_20170403",4,,,,3,,,,,,1
30,4,2,,2,1,,1,0,0,1,4,2,,,,1,1,1,0,15,5,7,4,1,6,3,1,0,,,2,1,6,7,0,12,4,5,,0,6,,1,1,1,0,3,4,3,2,1,1,3,1,1,1,1,,,,404976,.7769,0,.7573,.8608,0,.8396,88,0,88,2,0,2,2,1,,,4,0,0,,,,,,2,1,4,2,2,5,3,5,3,1,3,3,2,4,1,3,12,,2,80,20,50,60,60,100,50,60,85,50,100,100,0,70,85,70,90,50,40,20,1,0,50,80,100,50,50,80,80,50,50,70,0,90,80,4,1,1,1,1,3,2,3,0,7,6,7,15,3,4,1,1,1,1,1,3,2,2,4,5,2,4,4,4,4,11,2,4,.8608,1,2,3,5,2,0,0,4,4,4,4,0,,8,2,3,1,1,3,6,7,2,1,3,3,"ANES2016TimeSeries_20170403",4,,3,20,2,2,2,0,1,0,1
41,6,3,,1,1,,5,0,0,1,,2,,,,2,2,2,0,14,3,9,4,1,4,1,2,1,2,,9,1,4,4,1,10,4,4,,0,3,,1,1,1,0,0,6,1,1,1,1,0,1,1,1,1,,,,301296,3.1978,3.4246,0,3.2993,3.5387,0,113,13,0,2,2,0,1,1,1,2,2,,1,,,,,5,2,2,,2,3,3,2,4,3,2,2,3,2,7,1,2,9,2,2,50,60,50,50,50,70,50,60,60,60,60,60,70,60,50,50,60,60,60,60,4,40,50,70,60,60,50,70,60,50,70,60,50,50,50,3,1,1,1,2,2,1,3,0,2,5,6,9,2,4,1,1,2,2,1,1,3,,,5,2,4,4,5,1,6,1,2,3.2993,3,2,4,2,2,0,0,,4,4,,0,,11,3,2,1,2,3,8,6,2,2,3,3,"ANES2016TimeSeries_20170403",5,2,2,0,5,1,2,0,1,0,1
51,8,4,,2,2,,4,0,0,1,4,2,,1,100,2,2,2,0,22,3,10,3,1,1,3,2,3.5,1,,12,1,6,7,1,4,1,1,,1,5,,1,1,1,1,3,12,1,1,1,1,1,1,1,1,2,0,0,,407458,1.5243,0,1.4897,1.525,0,1.4785,29,0,29,2,0,2,2,1,,,1,0,1,2,,,1,1,4,3,6,2,3,3,2,2,1,2,2,4,2,4,2,2,9,4,3,30,40,71,70,41,86,29,60,60,71,73,71,71,70,15,0,60,,54,3,1,70,,60,70,40,61,52,71,30,66,16,0,72,100,1,1,1,2.5,3,1,2,2,1,1,4,5,10,2,7,1,2,2,3,1,1,3,2,4,5,2,4,4,5,1,9,2,3,1.525,2,2,3,3,2,1,0,3,2,2,2,0,,12,3,3,1,1,3,7,5,2,2,1,4,"ANES2016TimeSeries_20170403",6,2,4,30,6,1,1,0,1,0,0
31,4,2,,2,3,2,1,0,0,1,3,1,,,,2,2,2,0,19,3,9,6,0,4,2,2,1,,,19,1,4,4,1,8,3,2,1,0,4,,2,2,2,2,3,8,1,2,2,1,5,1,2,2,2,,,,403737,2.1531,0,2.1042,2.1953,0,2.0867,69,0,69,1,0,1,2,1,,,2,1,0,,,1,,,3,1,,3,5,2,1,3,2,2,1,4,1,,1,1,8,,2,76,72,99,99,91,82,83,73,59,53,94,52,94,85,76,52,52,14,53,60,4,100,1,96,80,48,76,59,94,52,51,0,1,68,84,4,1,1,1,2,2,2,3,1,4,5,6,13,3,6,2,3,3,5,3,2,5,2,,5,2,4,4,4,1,11,2,4,2.1953,2,2,4,2,3,0,0,1,1,1,1,0,,8,2,3,1,1,3,3,,2,1,3,5,"ANES2016TimeSeries_20170403",4,,1,-15,5,3,4,0,1,0,1
63,10,5,,0,3,,3,0,0,1,3,4,,1,100,2,2,2,0,10,5,9,5,1,4,2,2,1,1,,23,1,7,7,1,5,2,2,0,0,4,,1,1,1,0,0,11,2,1,2,2,6,1,2,2,2,0,0,,402965,1.3906,0,1.3583,1.413,0,1.3835,83,0,83,1,0,1,2,1,,,2,1,1,2,,2,1,1,3,3,,4,4,3,2,4,3,3,3,4,2,4,1,3,12,2,3,70,0,50,60,40,60,50,40,51,52,50,85,70,1,69,40,50,70,1,50,3,50,0,70,70,50,15,50,49,0,50,0,0,70,70,2,1,1,1,2,3,1,2,0,1,5,6,8,2,4,3,4,4,6,1,1,5,1,1,4,2,4,2,6,1,8,2,3,1.413,1,2,4,3,2,4,1,2,2,2,3,0,,11,3,2,1,1,2,2,5,1,1,3,4,"ANES2016TimeSeries_20170403",6,2,3,10,7,1,2,0,1,0,1
52,8,4,,2,2,,5,0,0,1,4,2,,,,2,2,2,0,13,3,9,8,1,3,2,1,12,,,14,1,7,7,1,4,1,7,,0,6,,1,1,1,5,3,12,1,1,2,1,4,1,2,1,3,,,,400062,1.3186,0,1.2844,1.4229,0,1.3913,31,0,31,2,0,2,2,1,,,4,0,0,,,,,,1,2,7,2,2,3,2,5,3,2,2,1,1,,1,2,10,,2,50,50,0,50,40,100,50,50,100,0,100,0,0,0,50,0,50,50,50,0,1,0,50,100,100,50,50,50,50,50,0,100,100,50,50,1,4,4,4,4,1,1,5,1,4,5,6,9,2,2,2,2,3,3,1,1,5,1,4,1,2,4,7,1,1,12,2,4,1.4229,1,1,1,4,2,1,0,4,4,4,4,0,,16,4,3,1,1,4,5,1,2,1,5,5,"ANES2016TimeSeries_20170403",7,2,2,0,5,3,4,1,0,0,0
54,8,4,,2,2,,4,0,0,1,,1,,0,0,1,2,1,0,3,4,9,8,0,0,3,2,9,2,,15,1,1,7,0,8,3,7,0,1,10,2,1,1,1,0,1,8,1,1,1,1,2,1,1,1,3,0,100,1,301804,.5384,.5782,0,.5542,.5804,0,112,12,0,2,2,0,1,1,1,1,1,1,1,4,3,2,2,2,4,3,,3,3,3,2,5,3,1,2,4,5,,1,2,9,,1,70,0,85,85,30,85,60,70,50,50,85,15,15,0,0,0,50,60,30,0,1,0,85,85,60,85,0,70,50,50,15,70,85,70,85,1,4,3,4,2,2,2,1,1,2,5,6,6,1,1,2,2,3,4,2,1,3,1,6,7,2,4,1,6,4,12,2,4,.5542,1,2,4,6,3,1,0,4,4,4,4,1,4,10,3,2,1,1,4,7,,1,1,5,5,"ANES2016TimeSeries_20170403",4,,2,0,3,2,2,0,1,0,1
21,2,1,,1,3,,3,0,0,1,4,4,,,,2,2,2,0,18,7,9,7,1,5,2,2,0,,1,4,0,6,7,0,11,4,4,,0,1,,,3,5,0,2,5,1,1,1,1,0,1,1,1,1,,,,300751,.2769,.2967,0,.2804,.2551,0,133,33,0,1,1,0,1,1,1,2,1,0,0,,,,,,1,3,1,5,1,4,3,2,1,3,3,3,4,,1,2,10,,3,70,60,100,70,50,50,50,50,50,50,40,100,30,50,85,100,60,,50,50,3,100,,50,100,50,0,50,50,30,100,0,15,60,70,5,1,1,1,1,2,1,3,0,7,6,7,18,4,7,1,1,1,1,5,2,5,2,1,5,2,4,4,4,6,9,2,3,.2804,0,2,4,1,2,0,0,1,1,3,1,0,,8,2,4,1,1,1,8,7,3,2,4,5,"ANES2016TimeSeries_20170403",4,,2,0,3,1,1,0,1,0,1
48,7,3,,2,,,1,0,0,1,,1,,,,,,,,,4,10,,1,,,,7,,,7,,4,4,1,6,2,4,1,,11,,2,2,2,5,3,10,2,2,2,2,8,2,2,2,2,,,,406035,1.2495,0,1.218,0,0,0,18,0,18,1,0,1,2,0,,,,1,,,,1,,,4,2,,2,4,4,3,4,3,1,2,3,,,2,,,,2,,50,-6,,-6,-6,-6,-6,70,-6,-6,-6,,40,,,-6,15,-6,-6,,100,15,-6,-6,0,-6,-6,-6,-6,-6,,0,-6,,,4,1,4,2,,2,1,0,4,1,1,6,1,4,1,1,1,2,1,,3,2,6,,2,4,3,1,1,,,,0,0,1,1,8,4,,,2,2,1,1,0,,,,3,1,2,2,0,5,,1,,,"ANES2016TimeSeries_20170403",7,2,,,4,,,,,,1
23,2,1,,1,3,1,1,0,0,1,3,0,,,,1,2,1,0,23,4,9,5,0,3,1,1,10,,,1,0,6,4,1,4,1,4,1,0,2,,2,2,2,0,0,12,2,2,2,2,8,2,2,2,2,,,,406726,1.6292,0,1.5917,1.5985,0,1.4706,63,0,63,2,0,2,2,1,,,1,1,0,,,1,,,2,1,7,3,2,3,2,3,2,1,1,2,2,,1,3,16,4,2,100,85,100,100,70,100,50,50,85,60,,100,85,85,98,50,70,15,50,50,3,100,15,50,100,15,50,70,40,50,100,0,0,70,84,3,4,4,4,2,1,1,2,1,6,2,2,9,2,4,1,1,1,1,2,1,2,2,7,10,2,4,6,2,1,11,2,4,1.5985,2,1,2,1,4,5,1,1,1,1,1,0,,0,1,2,1,1,4,0,,2,2,3,4,"ANES2016TimeSeries_20170403",1,1,1,-16,8,1,1,1,0,0,1
