Age,Age13,Age6,Asian_link,Bible,Big_govt_scale,Black_link,Campaign_info_sources,Caucus_Dem_state,Caucus_Rep_state,Caucus_primary_state_type,Child_authority,Climate_scale,Clinton_Sanders,Clinton_vote,Clinton_vote_100,Community_issue,Community_volunteer,Community_work,Contact_party,Discrim_scale,Econ_pessimism,Education,F_scale,Female,Female_role,Free_trade,GOTV,Gay_laws_scale,HR_vote_party,Hispanic_link,Income,Kids,ME_Isis,ME_refugees,Married,Misogyny,Misogyny4,ObamaCare,Obama_2012,Org_num,Pol_interest_scale,Primary_party,Race2,Race3,Race_all,Relig_attend,Relig_imp,Sexism_trad,Spend_Child,Spend_Crime,Spend_Enviro,Spend_Poor,Spend_Scale,Spend_Schools,Spend_SciTech,Spend_SocSec,Spend_Welfare,Ticket_splitter,Trump_vote_100,Trump_OtherRep,case_id,V160101,V160101f,V160101w,V160102,V160102f,V160102w,V160201,V160201f,V160201w,V160202,V160202f,V160202w,interview_mode,V160502,V161001,V161002,Female_bond,Voted_2012,Voted_2016,Voter_type,Voter_type_primary_caucus,Who_2012,Who_2016,Who_2016_full,abortion,affirm_act3,assist_blacks,better_worse_future_R,better_worse_future_econ,better_worse_past_R,better_worse_past_R_2,better_worse_past_econ,better_worse_past_econ_2,climate_1,climate_2,cong_approve,cong_incumb_approve,defense_spend,educ4,egalit_3,egalitarianism,envir_jobs,fracking,ft_Asians,ft_BClinton,ft_BLM,ft_Blacks,ft_Business,ft_Christians,ft_Congress,ft_Conservatives,ft_Dem,ft_Feminists,ft_Fund,ft_Gays,ft_HClinton_post,ft_HClinton_pre,ft_Hispanics,ft_Illegals,ft_Jews,ft_Kane,ft_Liberals,ft_Muslims,ft_Muslims_5,ft_Obama,ft_Pence,ft_Police,ft_Poor,ft_Rep,ft_Rich,ft_SCOTUS,ft_Scientists,ft_Tea,ft_Trans,ft_Trump_post,ft_Trump_pre,ft_Unions,ft_Whites,ft_Illegals_5,gay_adopt,gay_job_discrim,gay_marriage,gay_wed_serve,grass,gun_control2,gun_imp,gun_own,immig_birthright,immig_chldrn,immig_chldrn_rec,immig_scale,immig_scale_4,immig_wall,income3,income4,income5,income7,income_gap,income_gap_action,intl_force,isolationism,jobs_stndLiving,libcon10,libcon3,libcon7,libcon7_Dem,libcon7_Rep,marital,nativism,nativism2,nativism4,nesw,nesw_rnd,partyid3,partyid7,pol_interest,political_trust,polknow,polknow2,pres_econ,pres_foreign,pres_hlth,pres_job,primary_voter,primary_who,racial_resent_scale,racial_resent_scale_4,region,sex_orient,sex_orient_fmfrnd,social_trust,spend8,spend_serv,torture,trans_bathroom,rid_rotten_apples,need_strong_leader,version,voting_duty,voting_duty2,white_black_4,whites_minus_blacks,wordsum,ft_Police_q3,ft_Police_q4,pid_dum1,pid_dum2,pid_dum3,gay_wed_require
24,2,1,,2,,,,0,0,1,,1,,,,,,,,,3,9,,0,,,,3,,,,,4,4,0,,,4,,,7,,,3,5,3,3,,1,1,1,1,1,1,2,1,1,,,,407263,1.1983,0,1.1693,0,0,0,32,0,32,1,0,1,2,0,,,,0,,,,,,,1,2,,2,3,3,2,4,3,1,2,1,,,1,,,,2,,5,-6,,-6,-6,-6,-6,51,-6,-6,-6,,76,,,-6,4,-6,-6,,96,3,-6,-6,69,-6,-6,-6,-6,-6,,6,-6,,,1,1,4,1,,1,1,,4,5,6,14,3,7,,,,,3,,3,1,,,2,4,4,4,6,,,,0,0,1,2,4,3,,,1,3,1,1,0,,,,3,,,2,7,,,2,,,"ANES2016TimeSeries_20170403",7,2,,,,,,,,,1
66,11,5,,1,2,,4,0,0,1,1,3,1,1,100,1,1,1,1,15,4,14,2,1,6,1,1,0,1,,16,1,7,1,1,6,2,1,1,3,9,1,1,1,1,4,3,10,2,1,2,2,6,2,1,2,2,0,0,,406840,.7259,0,.7096,.7235,0,.7147,20,0,20,2,0,2,2,1,,,4,1,1,1,1,1,1,1,4,2,3,3,3,3,2,3,2,3,2,4,1,4,4,3,14,2,2,100,70,50,100,85,100,70,50,85,100,40,50,100,100,100,40,100,60,60,50,3,100,40,85,100,40,70,100,100,15,70,15,0,50,100,2,1,1,1,1,3,1,1,0,6,5,6,16,4,7,2,3,3,4,1,2,3,2,3,5,2,4,3,6,1,8,2,3,.7235,1,1,2,7,4,3,0,2,1,1,1,1,1,3,1,1,1,2,4,2,5,3,2,2,2,"ANES2016TimeSeries_20170403",1,1,2,0,10,2,2,1,0,0,1
29,3,1,,1,,,5,1,1,4,,3,,,,,,,,,2,12,,1,,,,0,,,6,,7,1,0,1,1,6,1,,6,,1,1,1,0,1,15,1,3,3,2,6,1,1,1,2,,,,407505,.3611,0,.3495,0,0,0,53,0,53,1,0,1,2,0,,,,1,,,,1,,,4,3,2,2,3,2,1,3,2,3,2,4,,3,2,,,2,3,,75,-7,,-7,-7,-7,-7,45,-7,-7,-7,,70,,,-7,50,-7,-7,,90,50,-7,-7,45,-7,-7,-7,-7,-7,,0,-7,,,1,1,1,1,,1,1,1,4,5,6,14,3,7,1,1,1,2,1,,4,2,5,,2,4,6,7,4,,,,0,0,2,4,4,2,,,1,1,2,1,0,,,,4,3,1,3,4,5,,2,,,"ANES2016TimeSeries_20170403",1,1,,,8,,,,,,1
55,9,4,,1,0,,4,1,0,2,2,3,,0,0,2,2,2,1,23,6,10,3,1,3,3,1,3,,,22,1,1,7,1,5,2,6,1,1,10,,1,1,1,4,2,11,2,2,3,2,10,1,3,2,3,,100,,405314,.8083,0,.79,.7835,0,.7521,57,0,57,2,0,2,2,1,,,1,1,1,3,,1,2,2,4,3,5,4,4,4,3,3,2,2,3,4,1,6,2,2,11,5,3,50,15,40,50,40,100,15,60,60,40,85,50,0,0,30,0,85,15,60,40,2,40,100,85,70,30,60,60,70,60,50,85,85,40,70,1,1,1,1,4,2,2,3,1,4,2,2,4,1,1,3,3,4,5,1,1,3,2,7,,2,4,6,3,1,7,1,2,.7835,1,2,3,6,2,3,0,4,4,4,4,0,,7,2,2,1,1,3,1,3,2,1,1,4,"ANES2016TimeSeries_20170403",6,2,3,20,8,2,2,0,1,0,0
56,9,4,,1,3,2,3,0,0,1,3,3,,,,2,2,2,0,19,1,13,5,1,6,2,1,6.5,1,,22,0,4,2,1,0,1,2,1,0,5,,2,2,2,0,3,16,1,2,1,2,5,1,1,2,3,,,,405674,1.1797,0,1.1525,1.1783,0,1.1757,37,0,37,2,0,2,2,1,,,4,1,1,,,1,,4,3,2,4,1,3,2,1,3,2,2,3,4,4,4,3,3,12,1,3,85,85,70,85,70,85,60,85,50,85,70,85,85,85,85,85,85,,50,85,5,100,,70,85,50,85,85,70,50,85,70,60,85,85,5,4,1,2.5,3,2,1,3,0,7,6,7,18,4,7,3,3,4,5,2,1,3,2,2,5,2,4,6,6,1,10,2,4,1.1783,1,2,4,4,2,3,0,1,1,1,1,0,,5,1,3,1,2,4,4,4,3,1,4,3,"ANES2016TimeSeries_20170403",7,2,2,0,7,1,2,0,1,0,0
20,1,1,,2,2,1,2,0,0,1,3,3,,,,2,2,2,0,17,4,10,5,1,6,2,1,9,,,11,1,4,4,0,8,3,7,,0,2,,,,6,2,3,8,1,2,1,3,7,1,2,2,3,,,,403076,2.0722,0,2.0169,1.8467,0,1.7936,38,0,38,2,0,2,2,1,,,2,0,0,,,,,,1,3,1,3,4,3,2,3,2,3,2,3,4,,2,1,8,,2,91,30,100,95,70,94,66,62,,99,47,50,70,40,76,46,86,,82,74,4,50,,86,84,,39,79,86,67,50,0,0,52,50,2,4,1,4,4,3,1,3,0,7,6,7,18,4,7,1,2,2,3,3,1,3,1,5,7,2,4,2,6,6,9,2,3,1.8467,2,1,2,1,3,2,0,4,2,4,2,0,,7,2,4,1,1,2,3,6,2,1,4,3,"ANES2016TimeSeries_20170403",7,2,1,-45,5,3,3,1,0,0,0
55,9,4,,1,3,2,5,0,0,1,4,2,1,1,100,1,1,1,1,17,5,14,2,1,6,1,1,5.5,,,,1,1,4,1,5,2,2,1,1,9,1,2,2,2,2,3,11,1,1,1,1,1,1,1,1,2,,0,,405109,.5855,0,.5707,.6083,0,.6147,55,0,55,1,0,1,2,1,,,4,1,1,1,1,1,1,1,4,2,1,4,3,3,2,3,2,2,2,4,2,4,4,3,16,4,2,100,85,85,100,60,100,60,50,60,70,50,50,100,1,100,15,85,,60,85,5,100,0,85,100,0,85,85,85,30,50,0,0,100,70,1,4,1,2.5,2,3,1,3,0,4,5,6,10,2,3,,,,,1,1,3,2,4,8,2,4,4,4,1,8,2,3,.6083,1,1,1,7,3,3,0,1,2,2,1,1,1,0,1,3,1,1,2,7,5,2,2,2,2,"ANES2016TimeSeries_20170403",2,1,1,-30,9,2,2,1,0,0,1
61,10,5,,1,,,,0,0,1,,4,,,,,,,,,1,4,,1,,,,1,,,,,2,4,1,,,6,,,,,1,1,1,2,2,,2,2,1,1,4,1,1,1,3,,,,406066,1.196,0,1.1676,0,0,0,33,0,33,2,0,2,2,0,,,,0,,,,,,,1,2,5,2,2,1,1,2,1,3,3,2,,3,1,,,,2,,85,-6,,-6,-6,-6,-6,60,-6,-6,-6,,70,,,-6,50,-6,-6,,70,50,-6,-6,60,-6,-6,-6,-6,-6,,40,-6,,,1,1,1,2,,1,4,,7,6,7,18,4,7,,,,,1,,3,2,3,,2,4,6,6,1,,,,0,0,3,6,1,3,,,2,2,4,2,0,,,,1,,,3,5,3,,2,,,"ANES2016TimeSeries_20170403",2,1,,,,,,,,,1
60,10,5,,,3,2,4,0,0,1,0,4,,1,100,1,1,1,0,14,5,16,5,0,5,2,2,2.5,1,,,1,4,5,1,5,2,4,1,0,6,,2,2,2,0,0,11,2,2,2,3,11,3,2,2,3,0,0,,406415,1.0799,0,1.0509,1.0071,0,.9766,8,0,8,1,0,1,2,1,,,3,1,1,2,,1,1,1,4,1,3,4,3,3,2,2,1,3,3,3,2,4,4,2,11,3,3,61,90,50,62,50,50,40,50,60,50,40,50,81,71,50,38,60,,70,50,3,96,,50,50,40,50,70,70,31,50,15,20,50,62,2,1,1,2.5,2,3,1,4,0,4,4,5,12,3,6,,,,,1,2,4,2,,4,2,4,3,5,1,8,2,3,1.0071,1,2,3,5,2,4,1,2,2,2,1,0,,4,1,4,1,1,4,0,,3,2,3,4,"ANES2016TimeSeries_20170403",5,2,2,0,10,1,1,0,1,0,1
46,7,3,,1,0,,5,1,1,4,,1,,,,1,1,1,0,,3,10,4,1,,,1,2,2,,15,1,6,7,1,8,3,7,0,,10,2,1,1,1,0,0,8,3,2,2,3,9,1,2,1,3,,,1,400706,.7961,0,.7689,.8332,0,.8217,53,0,53,2,0,2,2,1,,,4,1,1,,4,,,3,4,3,6,2,4,3,2,3,2,2,1,4,1,3,2,,,4,3,75,17,29,75,41,71,48,67,38,40,40,89,19,6,75,27,52,,45,65,4,34,,89,71,54,69,67,87,77,84,70,80,63,75,2,1,2,1,2,1,2,1,,4,,,,,4,2,2,3,4,2,3,4,1,6,,2,4,2,5,1,,,,.8332,1,2,5,7,2,5,1,4,4,4,4,1,4,12,3,4,1,1,4,2,2,,,3,3,"ANES2016TimeSeries_20170403",1,1,2,0,9,3,3,0,1,0,1
60,10,5,,1,2,,5,0,0,1,3,2,,,,2,2,2,0,13,5,14,4,0,6,2,2,9,,,18,1,4,4,0,8,3,7,0,1,4,,1,1,1,3,3,8,2,2,2,2,7,1,1,2,3,,,,400501,.358,0,.3493,.3768,0,.3827,51,0,51,1,0,1,2,1,,,4,1,0,,,2,,,2,2,,4,3,3,2,3,2,2,2,3,2,,4,1,8,,2,50,30,0,51,50,100,30,50,30,50,50,50,15,30,51,15,50,,40,50,3,30,60,70,70,30,50,60,70,50,40,30,30,40,50,1,1,4,4,4,2,1,1,0,4,5,6,11,2,4,2,3,3,5,2,2,3,2,,5,2,4,3,5,3,10,2,4,.3768,0,2,5,3,4,4,1,3,3,4,3,0,,8,2,2,1,1,2,2,,2,2,3,3,"ANES2016TimeSeries_20170403",7,2,1,-1,9,1,2,0,1,0,0
36,5,2,,1,2,,1,0,0,1,1,4,,,,2,2,2,0,24,2,9,3,0,3,2,2,4.5,,,17,1,1,4,1,7,2,2,,0,5,,1,1,1,0,3,9,1,1,1,2,2,1,1,1,2,,,,401860,1.1808,0,1.1531,1.1863,0,1.1413,30,0,30,2,0,2,2,1,,,1,0,0,,,,,,2,3,7,2,3,2,1,3,2,3,3,4,2,,1,3,12,1,3,30,70,50,40,60,80,50,50,60,50,80,50,60,50,50,15,50,50,50,50,3,70,50,60,60,40,40,50,70,50,50,40,0,15,30,1,1,1,2.5,4,2,1,1,0,7,5,6,14,3,4,2,3,3,4,1,2,2,2,3,5,2,4,3,5,1,6,1,2,1.1863,1,1,2,3,2,3,0,3,2,4,2,0,,11,3,3,1,2,2,6,,2,1,2,3,"ANES2016TimeSeries_20170403",6,2,1,-10,8,1,1,1,0,0,0
53,8,4,,2,,,1,0,0,1,,3,1,,,,,,,,3,10,,0,,,,9,,,2,,4,4,1,10,4,2,1,,11,1,2,2,2,5,3,6,1,3,3,1,7,1,2,1,3,,,,405248,1.3041,0,1.2743,0,0,0,24,0,24,2,0,2,2,0,,,,1,,,1,1,,,3,1,1,3,1,2,1,5,3,2,3,4,,7,2,,,1,2,,100,-6,,-6,-6,-6,-6,100,-6,-6,-6,,100,,,-6,15,-6,-6,,100,0,-6,-6,0,-6,-6,-6,-6,-6,,0,-6,,,4,1,4,4,,2,1,0,4,6,7,9,2,1,1,1,1,1,1,,1,2,7,,2,4,1,7,1,,,,0,0,1,1,7,4,,,1,1,1,1,1,1,,,3,1,2,2,4,7,,2,,,"ANES2016TimeSeries_20170403",1,1,,,5,,,,,,0
23,2,1,,1,0,,5,0,0,1,2,2,,,,1,2,1,1,15,2,9,2,0,4,1,1,2,,,9,0,2,4,1,8,3,7,,1,4,,1,1,1,0,0,8,1,1,1,2,3,1,1,1,3,,,,400927,1.2132,0,1.1848,1.2188,0,1.1727,64,0,64,1,0,1,2,1,,,2,0,0,,,,,,3,2,7,2,3,2,1,5,3,2,2,4,2,5,1,3,12,1,2,51,0,60,49,71,63,71,70,15,86,62,100,31,0,50,30,60,20,62,86,5,20,0,94,100,15,100,55,100,78,100,51,50,87,51,2,1,1,1,3,1,2,3,0,3,6,7,9,2,2,1,1,2,2,1,2,3,2,4,5,2,4,4,4,1,6,1,2,1.2188,1,2,4,3,3,2,0,3,4,4,4,0,,16,4,3,1,1,3,6,4,2,2,1,3,"ANES2016TimeSeries_20170403",6,2,3,2,5,3,4,0,1,0,0
31,4,2,,0,2,,1,0,0,1,4,4,,,,2,2,2,0,,3,13,4,0,10,2,2,0,,,24,1,6,7,1,4,1,6,,1,12,,1,1,1,0,0,12,2,1,1,3,7,1,2,2,3,,,,407625,.824,0,.7978,.8356,0,.8123,13,0,13,1,0,1,2,1,,,6,0,0,,,,,,4,3,,2,3,3,2,3,2,3,3,3,2,4,3,1,8,1,2,50,50,50,50,50,50,50,0,50,50,0,100,15,30,50,50,100,,50,50,3,40,,100,50,70,50,50,100,50,100,60,70,100,50,3,1,1,1,1,2,2,5,0,4,2,2,7,1,4,3,4,4,6,1,2,4,1,,5,2,4,2,6,1,3,1,1,.8356,1,3,6,8,3,1,0,4,2,4,3,0,,8,2,4,1,1,3,3,4,2,2,3,3,"ANES2016TimeSeries_20170403",4,,2,0,7,3,4,0,0,1,1
20,1,1,,1,0,,5,0,0,1,2,2,,0,0,2,2,2,0,25,2,10,4,1,3,2,1,0,2,,5,0,1,5,0,5,2,4,,0,,,1,1,1,0,0,11,1,1,2,2,4,1,1,2,2,0,100,,405933,2.0415,0,1.9765,1.9435,0,1.9034,67,0,67,1,0,1,2,1,,,1,0,1,3,,,2,2,4,3,4,3,3,1,1,3,2,2,2,3,4,,2,1,7,1,2,89,30,40,54,60,60,50,50,50,40,50,70,0,15,79,15,100,50,50,40,2,60,50,100,50,50,100,70,100,50,40,100,70,100,100,1,1,1,1,1,1,2,4,0,5,5,6,13,3,5,1,1,1,2,4,2,3,2,5,8,2,4,6,2,6,11,2,4,1.9435,2,2,5,1,3,4,1,3,3,4,3,0,,6,2,4,1,1,4,4,,2,1,3,3,"ANES2016TimeSeries_20170403",7,2,4,46,3,3,4,0,1,0,1
66,11,5,,1,1,,2,0,0,1,2,2,,1,100,2,2,2,0,8,4,9,5,0,2,2,2,2,1,,16,1,2,5,1,6,2,1,1,0,10,,1,1,1,1,1,10,2,2,2,2,8,2,2,1,3,0,0,,406854,1.328,0,1.2939,1.3589,0,1.3509,27,0,27,2,0,2,2,1,,,2,1,1,2,,1,1,1,2,2,4,3,3,3,2,3,2,2,2,4,2,3,1,1,8,,3,60,60,40,60,60,60,40,60,60,50,50,60,60,60,60,50,50,50,60,50,3,70,50,70,50,40,60,60,100,40,50,15,30,50,60,3,1,1,1,3,3,1,2,1,1,4,5,10,2,7,2,3,3,4,2,2,3,2,7,5,2,4,4,5,1,11,2,4,1.3589,1,1,2,7,2,4,1,1,1,1,2,0,,14,4,1,1,1,2,1,2,2,2,4,3,"ANES2016TimeSeries_20170403",1,1,2,0,9,1,2,1,0,0,0
42,6,3,,1,0,,4,0,0,1,2,2,,0,0,2,2,2,0,13,5,14,5,1,4,2,2,3.5,2,,26,1,4,7,1,8,3,7,0,1,4,,1,1,1,3,3,8,2,1,3,2,8,2,1,2,3,0,100,,406816,.8438,0,.8245,.832,0,.8141,8,0,8,2,0,2,2,1,,,2,1,1,3,,2,2,2,2,2,5,4,4,3,2,5,3,2,2,2,5,1,4,2,11,5,1,99,50,47,86,60,85,59,69,30,41,72,85,7,30,98,51,99,30,31,60,4,15,50,99,84,60,51,82,70,60,73,60,60,44,94,4,1,1,2.5,3,2,2,3,0,4,4,5,7,1,1,3,4,5,7,1,1,4,1,7,5,2,4,4,4,1,9,2,3,.832,1,2,4,3,1,5,1,4,4,4,4,0,,9,2,1,1,1,4,2,2,1,2,3,4,"ANES2016TimeSeries_20170403",1,1,3,8,9,3,4,0,1,0,0
39,5,2,,0,3,,5,0,1,3,4,3,,0,0,2,1,2,0,19,3,6,6,0,4,2,1,0,,,7,1,7,7,1,11,4,4,,0,5,,1,1,1,0,0,5,1,2,2,1,5,1,3,2,1,,100,,403308,1.5313,0,1.496,1.6753,0,1.6156,54,0,54,2,0,2,2,1,,,2,0,1,4,,,2,2,1,2,7,3,4,2,1,4,3,2,3,4,5,3,1,3,12,5,2,50,0,45,95,21,94,47,44,50,49,48,78,51,60,50,29,50,30,52,50,3,0,50,68,96,50,13,49,53,44,80,86,50,51,100,2,1,1,1,1,1,1,5,0,1,6,7,9,2,4,1,1,1,2,5,2,3,1,4,7,2,4,4,5,1,10,2,4,1.6753,2,2,4,3,2,0,0,4,4,3,4,1,9,15,4,3,3,1,3,4,5,2,2,3,5,"ANES2016TimeSeries_20170403",4,,3,5,5,1,2,0,1,0,1
71,12,6,,1,0,,2,0,0,1,3,1,1,1,100,2,2,2,0,17,2,10,7,1,4,2,1,0,2,,12,1,2,4,0,4,1,4,1,0,9,1,1,1,1,0,2,12,2,1,2,2,6,2,2,1,2,1,0,,404928,.354,0,.3454,.3503,0,.3388,64,0,64,2,0,2,2,1,,,2,1,1,1,1,1,1,1,4,3,6,2,2,2,1,3,2,1,2,4,2,7,2,2,9,7,2,50,86,100,50,60,100,15,40,100,100,50,100,100,100,50,0,100,50,70,100,5,87,72,60,100,17,85,70,100,70,100,0,41,70,60,1,1,1,1,1,1,1,3,0,4,5,6,11,2,4,1,2,2,3,1,1,1,1,4,10,2,4,4,3,3,8,2,3,.3503,0,1,2,7,3,3,0,1,1,3,1,1,1,14,4,2,1,2,2,2,2,2,2,4,5,"ANES2016TimeSeries_20170403",1,1,3,10,7,1,1,1,0,0,1
18,1,1,,2,3,,1,0,0,1,3,2,,,,1,2,1,1,15,1,8,4,1,9,2,1,11,,2,4,0,6,6,0,10,4,4,,3,5,,,3,5,4,0,6,2,1,2,2,7,1,3,1,3,,,,405635,1.6023,0,1.5669,1.7036,0,1.6567,18,0,18,1,0,1,2,1,,,4,0,0,,,,,,1,1,3,2,5,1,1,4,3,3,1,1,4,7,1,1,7,1,3,30,70,80,61,40,80,80,30,70,30,75,75,50,70,71,61,50,50,65,40,2,100,40,50,80,30,40,60,80,50,70,50,30,50,71,4,4,4,4,3,1,2,2,0,4,5,6,9,2,2,1,1,1,1,3,2,3,1,3,5,2,4,4,4,6,11,2,4,1.7036,2,2,4,3,2,0,0,2,1,1,1,0,,8,2,3,1,2,1,3,4,3,1,3,3,"ANES2016TimeSeries_20170403",2,1,3,10,,1,1,0,1,0,0
43,6,3,,1,,,4,0,0,1,,4,2,,,,,,,,8,13,,0,,,,7,,,20,,4,1,0,11,4,1,1,,8,1,1,1,1,0,0,5,1,2,1,1,1,1,1,1,1,,,,407072,.5427,0,.5307,0,0,0,36,0,36,2,0,2,2,0,,,,1,,,1,1,,,2,3,6,5,5,5,3,5,3,3,3,4,,3,3,,,1,3,,70,-6,,-6,-6,-6,-6,31,-6,-6,-6,,40,,,-6,50,-6,-6,,58,16,-6,-6,2,-6,-6,-6,-6,-6,,2,-6,,,4,3,1,3,,2,2,0,7,4,5,16,4,7,2,3,4,5,1,,3,1,4,,2,4,2,7,5,,,,0,0,1,2,5,1,,,1,3,1,1,1,2,,,2,1,1,2,7,6,,2,,,"ANES2016TimeSeries_20170403",2,1,,,7,,,,,,0
28,3,1,,0,3,,5,0,0,1,3,4,,,,2,2,2,0,12,1,13,0,0,1,2,1,0,,4,,1,7,7,0,11,4,2,1,0,10,,,3,5,0,0,5,1,1,1,1,2,1,1,2,2,,,,404055,.7104,0,.693,.7543,0,.7288,28,0,28,1,0,1,2,1,,,1,1,0,,,1,,,4,2,7,1,3,2,1,2,1,3,3,4,5,4,3,3,16,1,3,0,60,50,40,30,0,0,50,60,0,0,50,0,0,50,30,50,50,70,0,1,100,0,50,50,0,50,50,70,50,50,0,0,50,0,2,1,1,1,1,1,1,2,0,4,3,3,8,2,4,,,,,1,1,5,1,4,5,2,4,2,6,6,8,2,3,.7543,1,2,4,8,2,5,1,2,2,2,2,0,,6,2,3,1,1,2,6,5,2,1,1,1,"ANES2016TimeSeries_20170403",6,2,1,-40,7,1,1,0,1,0,1
29,3,1,,1,,,4,0,0,1,,2,1,,,,,,,,4,10,,0,,,,0,,,2,,6,7,0,10,4,4,1,,5,1,2,2,2,1,0,6,2,2,2,1,5,2,2,1,1,,,,404268,.5306,0,.518,0,0,0,34,0,34,2,0,2,2,0,,,,1,,,1,1,,,4,1,1,3,3,3,2,4,3,1,3,1,,,2,,,,2,,85,-6,,-6,-6,-6,-6,98,-6,-6,-6,,93,,,-6,50,-6,-6,,98,50,-6,-6,3,-6,-6,-6,-6,-6,,0,-6,,,1,1,1,1,,1,1,0,5,6,7,16,4,7,1,1,1,1,3,,3,1,1,,2,4,4,7,6,,,,0,0,1,1,3,3,,,1,1,1,1,1,1,,,1,2,1,2,3,,,2,,,"ANES2016TimeSeries_20170403",1,1,,,7,,,,,,1
83,13,6,,2,1,2,1,0,0,1,3,3,1,1,100,2,2,2,1,15,4,8,4,0,6,2,2,4.5,1,,17,1,6,4,1,1,1,2,1,2,6,1,2,2,2,5,3,15,2,1,2,2,4,1,1,1,2,0,0,,401042,1.0147,0,.9916,.9745,0,.9494,21,0,21,2,0,2,2,1,,,4,1,1,1,1,1,1,1,2,1,4,3,3,3,2,3,2,3,2,4,4,4,1,3,16,,2,49,50,70,99,40,100,30,60,60,85,70,50,85,85,51,50,85,70,85,70,4,100,50,70,100,30,50,40,85,0,50,40,0,60,52,3,1,1,2.5,4,1,1,1,0,4,5,6,11,2,4,2,3,3,4,1,1,3,2,4,8,2,4,2,6,1,10,2,4,.9745,1,1,1,4,4,4,1,1,3,1,1,1,1,5,1,2,1,2,3,4,4,1,1,3,3,"ANES2016TimeSeries_20170403",1,1,1,-47,8,1,2,1,0,0,0
48,7,3,,1,3,,1,0,0,1,3,3,,,,2,2,2,0,16,5,9,6,1,4,2,2,2,,,21,1,6,6,1,10,4,6,,1,6,,1,1,1,0,1,6,1,1,2,1,4,2,1,1,3,,,,407550,1.8283,0,1.7807,1.8935,0,1.8752,75,0,75,2,0,2,2,1,,,2,0,0,,,,,,2,2,4,3,1,4,3,5,3,2,3,4,2,4,1,2,11,4,1,50,15,70,70,70,60,,60,40,50,60,50,30,30,70,15,50,60,,50,3,15,84,85,70,40,30,60,70,,50,85,81,40,70,1,1,2,1,2,1,2,3,0,4,3,3,7,1,3,2,3,4,5,2,2,3,2,3,6,2,4,3,5,1,12,2,4,1.8935,2,2,5,4,2,0,0,4,4,4,4,0,,14,4,1,1,1,3,5,4,2,1,4,4,"ANES2016TimeSeries_20170403",4,,2,0,5,2,2,0,1,0,1
70,12,6,,1,,,4,0,0,1,,3,,,,,,,,,2,9,,1,,,,2,,,3,,6,7,0,6,2,1,1,,10,,2,2,2,4,2,10,1,1,1,1,0,1,1,1,1,,,,401505,.6581,0,.6428,0,0,0,53,0,53,1,0,1,2,0,,,,1,,,,1,,,4,1,1,2,2,2,1,1,1,2,3,4,,7,1,,,1,2,,100,-6,,-6,-6,-6,-6,100,-6,-6,-6,,100,,,-6,50,-6,-6,,100,50,-6,-6,17,-6,-6,-6,-6,-6,,0,-6,,,1,1,1,3,,1,1,0,7,6,7,18,4,7,1,1,1,1,1,,3,2,4,,2,4,4,7,4,,,,0,0,1,1,7,2,,,1,1,1,1,0,,,,2,1,2,2,8,7,,1,,,"ANES2016TimeSeries_20170403",7,2,,,2,,,,,,0
63,10,5,,0,3,1,5,0,0,1,2,2,1,1,100,1,1,1,0,13,6,13,6,0,0,1,1,5,2,,2,1,1,4,0,13,4,4,1,1,11,1,2,2,2,0,2,3,2,1,2,1,4,1,2,1,2,1,0,,407003,.4506,0,.4405,.4699,0,.4898,2,0,2,1,0,1,2,1,,,1,1,1,1,1,1,1,1,3,2,4,4,3,4,3,4,3,2,2,4,1,5,3,2,11,,2,50,50,100,50,70,50,50,50,85,50,40,50,100,85,70,50,50,60,50,100,5,70,50,15,100,50,50,60,85,15,50,0,50,85,70,3,4,2,1,2,1,2,3,0,4,4,5,10,2,4,1,1,1,1,3,1,3,2,2,8,2,4,4,7,5,7,1,2,.4699,0,1,1,8,3,0,0,4,2,1,4,1,1,2,1,3,1,1,2,4,,1,1,5,3,"ANES2016TimeSeries_20170403",1,1,3,20,5,1,1,1,0,0,1
30,4,2,,1,2,,4,1,1,4,3,2,,1,100,2,2,2,0,17,4,14,2,1,4,2,1,2,2,,22,1,2,4,1,6,2,4,,0,6,,1,1,1,2,1,10,1,1,2,2,4,1,2,1,2,1,0,,300784,.5694,.6119,0,.5432,.5804,0,108,8,0,1,1,0,1,1,1,2,2,,1,2,,,1,1,3,3,5,3,3,3,2,3,2,2,2,,,3,4,1,5,6,2,70,60,50,70,70,100,70,70,70,70,70,100,60,60,60,40,100,50,70,100,5,70,50,100,100,70,60,85,70,,100,30,15,85,60,2,1,1,1,3,2,1,3,0,4,5,6,13,3,6,3,3,4,5,1,3,3,2,6,5,2,4,2,6,1,4,1,1,.5432,1,3,6,4,3,2,0,1,1,,1,0,,7,2,2,1,2,4,4,4,1,,2,2,"ANES2016TimeSeries_20170403",7,2,1,-10,7,3,4,0,0,1,0
